Datetime,Temperature,Precipitation Total,Wind Gust,Wind Speed,Cloud Cover Total,Sunshine Duration
,°C,mm,km/h,km/h,%,min
2023-05-09T17:00:00,15.490245,1.6,15.84,8.373386,100,0
2023-05-09T18:00:00,15.020246,1.7,16.56,7.145796,100,0
2023-05-09T19:00:00,14.770246,1.5,21.599998,8.669949,100,0
2023-05-09T20:00:00,14.500245,1.2,21.599998,10.44,100,0
2023-05-09T21:00:00,14.170245,0.9,27.72,12.096214,96,0
2023-05-09T22:00:00,13.900246,0.5,30.960001,,94,0
2023-05-09T23:00:00,13.780245,0.1,30.599998,,76,0
2023-05-10T00:00:00,13.490245,0,31.68,,91,0
2023-05-10T01:00:00,13.290245,0,33.839996,,62,0
2023-05-10T02:00:00,13.000245,0,32.760002,10.315115,76,0
2023-05-10T03:00:00,12.950245,0.1,28.44,11.753877,82,0
2023-05-10T04:00:00,12.580245,0,24.119999,9.983106,40,1.4303031
2023-05-10T05:00:00,12.620245,0.1,21.24,10.636766,55,26.666664
2023-05-10T06:00:00,12.900246,0,20.16,11.841756,39,36.36364
2023-05-10T07:00:00,13.240245,0,30.239998,13.1041975,25,44.848488
2023-05-10T08:00:00,13.730246,0,30.960001,13.276144,26.400002,44
2023-05-10T09:00:00,14.340245,0,34.56,13.910169,33,39.999996
2023-05-10T10:00:00,14.500245,0,38.16,15.484185,37,37.57576
2023-05-10T11:00:00,15.100245,0,39.6,14.917212,37,37.57576
2023-05-10T12:00:00,15.460245,0,40.68,16.520823,40,35.757576
2023-05-10T13:00:00,15.420245,0,41.760002,16.09969,45,32.727272
2023-05-10T14:00:00,15.470245,0,43.56,15.629972,28,43.0303
2023-05-10T15:00:00,15.130245,0,41.039997,14.417988,17,49.696968
2023-05-10T16:00:00,14.760245,0,36.719997,16.039202,69,18.18182
2023-05-10T17:00:00,14.370245,0,34.2,13.358861,38,36.969692
2023-05-10T18:00:00,13.790245,0,24.84,9.178235,18,49.090908
2023-05-10T19:00:00,12.770246,0,20.880001,6.638072,21.900002,43.65106
2023-05-10T20:00:00,12.180245,0,17.64,6.1305785,30,0
2023-05-10T21:00:00,11.590245,0,17.28,6.1305785,43,0
2023-05-10T22:00:00,11.710245,0,16.199999,6.193674,56,0
2023-05-10T23:00:00,11.750245,0,15.119999,5.0911684,63,0
2023-05-11T00:00:00,11.540245,0,14.759999,4.8965297,69,0
2023-05-11T01:00:00,11.380245,0,15.119999,6.489992,75,0
2023-05-11T02:00:00,11.130245,0,14.4,4.3349743,66,0
2023-05-11T03:00:00,11.0602455,0,12.24,3.563818,73,0
2023-05-11T04:00:00,10.990245,0,11.5199995,4.1046314,70,1.1228956
2023-05-11T05:00:00,11.210245,0,12.24,5.95906,69,18.18182
2023-05-11T06:00:00,11.400246,0,16.919998,6.162207,56,26.060608
2023-05-11T07:00:00,11.970245,0,15.4800005,5.8048253,47,31.51515
2023-05-11T08:00:00,12.980246,0,16.919998,4.73506,41,35.151512
2023-05-11T09:00:00,13.630245,0,17.64,4.0249224,44,33.333336
2023-05-11T10:00:00,13.820246,0.1,18.72,3.563818,93,3.6363637
2023-05-11T11:00:00,14.400246,0.2,20.519999,5.00128,96,1.8181801
2023-05-11T12:00:00,14.360246,0.2,20.880001,5.495161,96,1.8181801
2023-05-11T13:00:00,14.540245,0.2,21.96,7.9526596,92,4.242425
2023-05-11T14:00:00,14.580245,0.8,24.48,8.669949,84,9.090908
2023-05-11T15:00:00,14.610246,0.8,26.64,7.342588,61,23.030302
2023-05-11T16:00:00,14.100245,0.1,24.119999,6.130579,70,17.575756
2023-05-11T17:00:00,13.540245,0,22.68,3.2599385,72,16.363636
2023-05-11T18:00:00,12.970245,0,19.08,2.4149535,57,25.454548
2023-05-11T19:00:00,11.750245,0.3,10.08,3.563818,29,40.56229
2023-05-11T20:00:00,10.980246,0,8.64,5.154415,36,0
2023-05-11T21:00:00,10.770246,0,9.36,5.506941,74,0
2023-05-11T22:00:00,10.620245,0,9.36,6.162207,53,0
2023-05-11T23:00:00,10.890245,0,8.64,0.8049845,30,0
2023-05-12T00:00:00,11.130245,0,7.2,1.835647,31,0
2023-05-12T01:00:00,10.720245,0,5.04,2.4149535,38,0
2023-05-12T02:00:00,11.110246,0,4.32,1.4399999,40,0
2023-05-12T03:00:00,11.040245,0,5.3999996,0.8049845,27.300001,0
2023-05-12T04:00:00,10.740245,0,5.7599998,0.35999998,24.6,3.8703032
2023-05-12T05:00:00,10.510245,0,5.7599998,0.35999998,39,36.36364
2023-05-12T06:00:00,11.090245,0,7.92,1.1384199,54,27.272726
2023-05-12T07:00:00,12.000245,0,11.879999,2.52,57,25.454548
2023-05-12T08:00:00,12.720245,0,16.199999,2.8799999,50,29.69697
2023-05-12T09:00:00,13.490245,0.1,19.44,3.2399998,54,27.272726
2023-05-12T10:00:00,15.140245,0.1,20.16,7.2805495,64,21.212122
2023-05-12T11:00:00,15.690246,0.1,21.96,8.287822,50,29.69697
2023-05-12T12:00:00,16.330246,0.1,23.759998,10.182337,48,30.90909
2023-05-12T13:00:00,16.810246,0.7,25.56,11.525623,26,44.242424
2023-05-12T14:00:00,16.700245,0.2,27,11.885453,42,34.545456
2023-05-12T15:00:00,16.270247,0.3,26.64,11.525623,24.900002,44.909092
2023-05-12T16:00:00,16.340246,0,25.919998,10.495713,41,35.151512
2023-05-12T17:00:00,16.410246,0,25.199999,8.669949,32,40.606064
2023-05-12T18:00:00,15.460245,0.2,23.039999,7.9932976,38,36.969692
2023-05-12T19:00:00,14.070246,0.1,18.72,6.130579,28,42.074078
2023-05-12T20:00:00,13.690246,0,14.4,5.506941,26,0
2023-05-12T21:00:00,,0,12.959999,6.5693827,20,0
2023-05-12T22:00:00,,0,14.04,7.24486,38,0
2023-05-12T23:00:00,,0,14.04,6.6185193,38,0
2023-05-13T00:00:00,,0,13.679999,7.729527,25,0
2023-05-13T01:00:00,,0,12.959999,7.172949,23.7,0
2023-05-13T02:00:00,,0,12.599999,8.557102,23.1,0
2023-05-13T03:00:00,,0,11.159999,6.725354,59,0
2023-05-13T04:00:00,,0,10.799999,6.638072,77,1.4407407
2023-05-13T05:00:00,11.870245,0,11.5199995,6.87779,91,4.8484864
2023-05-13T06:00:00,12.340245,0,15.119999,8.209263,93,3.6363637
2023-05-13T07:00:00,13.090245,0,20.519999,8.373386,87,7.2727275
2023-05-13T08:00:00,13.840245,0,23.759998,8.225035,94,3.0303025
2023-05-13T09:00:00,13.940246,0.1,24.119999,8.891344,80,11.515152
2023-05-13T10:00:00,14.470245,0.1,25.919998,10.365251,63,21.818182
2023-05-13T11:00:00,14.860246,0.1,26.28,11.043261,50,29.69697
2023-05-13T12:00:00,15.430245,0.6,27,11.177405,56,26.060608
2023-05-13T13:00:00,15.620245,0.1,29.88,10.8955765,67,19.393942
2023-05-13T14:00:00,15.500245,1.3,33.48,10.829959,57,25.454548
2023-05-13T15:00:00,15.430245,1.2,33.48,11.090103,60,23.636362
2023-05-13T16:00:00,15.730246,0.2,32.399998,10.799999,52,28.48485
2023-05-13T17:00:00,15.530245,0,30.239998,8.714677,49,30.303032
2023-05-13T18:00:00,14.980246,0,25.199999,6.1094027,34,39.39394
2023-05-13T19:00:00,13.510245,0,15.4800005,5.95906,37,37.565323
2023-05-13T20:00:00,12.920245,0,13.32,6.151683,38,0.03080808
2023-05-13T21:00:00,11.950245,0,12.24,5.506941,31,0
2023-05-13T22:00:00,11.990245,0,11.5199995,5.1919937,57,0
2023-05-13T23:00:00,11.990245,0,11.5199995,4.5536795,20,0
2023-05-14T00:00:00,11.380245,0,11.159999,5.154415,18,0
2023-05-14T01:00:00,10.8102455,0,9.72,5.5887027,21,0
2023-05-14T02:00:00,10.420245,0,8.28,5.4477882,32,0
2023-05-14T03:00:00,10.050245,0,7.5599995,4.802999,73,0
2023-05-14T04:00:00,10.110246,0,7.92,4.0249224,71,2.2154882
2023-05-14T05:00:00,10.350245,0,9.36,3.6179552,70,17.575756
2023-05-14T06:00:00,11.250245,0.1,14.04,3.8773184,70,17.575756
2023-05-14T07:00:00,12.300245,0.2,16.919998,5.771239,89,6.060605
2023-05-14T08:00:00,13.480246,0,20.880001,7.2359104,81,10.909091
2023-05-14T09:00:00,14.400246,0,22.319998,7.5942073,79,12.121214
2023-05-14T10:00:00,14.830245,0,24.84,8.669949,72,16.363636
2023-05-14T11:00:00,15.500245,0.1,29.88,9.531505,67,19.393942
2023-05-14T12:00:00,16.060246,0.1,33.12,10.365251,68,18.78788
2023-05-14T13:00:00,16.970245,0.1,34.2,10.041354,46,32.121212
2023-05-14T14:00:00,17.210245,1.1,35.28,7.9932976,72,16.363636
2023-05-14T15:00:00,15.620245,0.9,34.2,6.87779,73,15.757578
2023-05-14T16:00:00,15.870245,0.2,26.64,9.178235,61,23.030302
2023-05-14T17:00:00,15.3102455,0.4,26.64,4.6938252,48,30.90909
2023-05-14T18:00:00,14.200245,0.3,23.759998,5.5887027,38,36.969692
2023-05-14T19:00:00,12.730246,0.2,14.759999,6.3690495,28,43.0303
2023-05-14T20:00:00,12.100245,0.4,15.4800005,4.896529,47,0.7178451
2023-05-14T21:00:00,11.700245,0.1,11.879999,2.6208394,39,0
2023-05-14T22:00:00,11.190246,0,11.159999,4.3349743,67,0
2023-05-14T23:00:00,10.910245,0,9,4.3349743,74,0
2023-05-15T00:00:00,10.660245,0,9.36,4.6938257,33,0
2023-05-15T01:00:00,10.350245,0,8.28,5.904439,24,0
2023-05-15T02:00:00,10.280245,0,9,5.95906,21,0
2023-05-15T03:00:00,9.890245,0,9,4.0249224,29,0
2023-05-15T04:00:00,9.660245,0,9,3.6179552,39,5.5656567
2023-05-15T05:00:00,10.150246,0.1,15.119999,4.73506,53,27.878788
2023-05-15T06:00:00,11.020246,1.3,20.880001,3.7585104,64,21.212122
2023-05-15T07:00:00,11.980246,0.2,15.84,3.8268526,42,34.545456
2023-05-15T08:00:00,13.300245,0.1,20.880001,3.319036,27,43.636364
2023-05-15T09:00:00,14.800245,0.2,24.48,3.2399998,44,33.333336
2023-05-15T10:00:00,15.650246,0.2,25.56,4.1046314,94,3.0303025
2023-05-15T11:00:00,16.410246,0.1,25.199999,2.2768397,81,10.909091
2023-05-15T12:00:00,17.070246,0.2,27,1.9386592,61,23.030302
2023-05-15T13:00:00,17.000246,0.3,26.64,2.2768397,62,22.424244
2023-05-15T14:00:00,16.370245,1.6,25.199999,2.7416782,64,21.212122
2023-05-15T15:00:00,16.250246,0.8,24.48,4.8965297,66,19.999998
2023-05-15T16:00:00,16.270247,2.2,24.119999,7.4128532,66,19.999998
2023-05-15T17:00:00,14.240245,2.1,23.759998,4.802999,58,24.848484
2023-05-15T18:00:00,13.950245,1.3,21.599998,5.4477882,73,15.757578
2023-05-15T19:00:00,13.150246,0.8,18.72,5.0911684,62,22.424244
2023-05-15T20:00:00,12.120245,0.6,14.759999,4.452954,51,1.309091
2023-05-15T21:00:00,11.570246,0.5,13.679999,4.5536795,65,0
2023-05-15T22:00:00,11.8102455,0.2,10.799999,4.6938257,48,0
2023-05-15T23:00:00,11.830245,0,10.440001,5.634891,48,0
2023-05-16T00:00:00,11.620245,0,11.159999,4.0249224,44,0
2023-05-16T01:00:00,11.620245,0,11.159999,5.0911684,48,0
2023-05-16T02:00:00,11.270246,0,12.599999,4.6938257,40,0
2023-05-16T03:00:00,11.670245,0.2,18.72,5.815978,81,0
2023-05-16T04:00:00,11.480246,0,24.84,6.379216,72,2.8499997
2023-05-16T05:00:00,11.380245,0.1,27.72,9.47012,71,16.969696
2023-05-16T06:00:00,11.200245,0.1,30.599998,11.901798,57,25.454548
2023-05-16T07:00:00,11.190246,0.4,31.68,14.4,89,6.060605
2023-05-16T08:00:00,11.450245,0.1,34.56,16.263872,96,1.8181801
2023-05-16T09:00:00,11.700245,0.2,36.719997,15.496736,55,26.666664
2023-05-16T10:00:00,11.480246,0,35.28,12.144331,76,13.939394
2023-05-16T11:00:00,12.030245,0.1,33.839996,14.241629,76,13.939394
2023-05-16T12:00:00,12.250245,0.2,38.16,17.581125,65,20.60606
2023-05-16T13:00:00,12.430245,0.2,42.12,20.532627,88,6.666666
2023-05-16T14:00:00,12.410245,0.1,43.92,19.493261,89,6.060605
2023-05-16T15:00:00,12.100245,0.2,48.96,18.359999,88,6.666666
2023-05-16T16:00:00,12.090245,0.1,48.239998,17.294992,77,13.333332
2023-05-16T17:00:00,12.020246,0,45,16.56,66,19.999998
2023-05-16T18:00:00,11.620245,0,41.039997,15.517629,76,13.939394
2023-05-16T19:00:00,11.250245,0,35.64,14.113653,84,9.090908
2023-05-16T20:00:00,10.940246,0,32.760002,13.004921,96,0.1191918
2023-05-16T21:00:00,10.530245,0,30.960001,12.979984,93,0
2023-05-16T22:00:00,10.050245,0,30.239998,10.739833,96,0
2023-05-16T23:00:00,9.630245,0,30.239998,10.08,95,0
2023-05-17T00:00:00,9.090245,0,29.519999,10.853866,88,0
2023-05-17T01:00:00,8.690246,0,28.08,11.525623,77,0
2023-05-17T02:00:00,8.280246,0,26.64,10.853866,81,0
2023-05-17T03:00:00,7.8902454,0,25.919998,10.182337,66,0
2023-05-17T04:00:00,7.520245,0,24.84,10.538843,45,6.3363633
2023-05-17T05:00:00,7.8302455,0,25.199999,11.720751,31,41.21212
2023-05-17T06:00:00,8.880245,0,28.8,13.009903,31,41.21212
2023-05-17T07:00:00,10.140245,0,34.92,14.707222,14,51.51515
2023-05-17T08:00:00,11.640245,0,39.239998,18.289274,43,33.939392
2023-05-17T09:00:00,12.500245,0,42.12,18.947083,96,1.8181801
2023-05-17T10:00:00,13.330245,0,42.12,18.79255,75,14.545455
2023-05-17T11:00:00,,0,41.399998,19.586119,71,16.969696
2023-05-17T12:00:00,,0,41.399998,19.08,85,8.48485
2023-05-17T13:00:00,,0,42.839996,19.022177,95,2.4242413
2023-05-17T14:00:00,14.710245,0,43.92,18.057508,75,14.545455
2023-05-17T15:00:00,14.720245,0,45,18.25026,79,12.121214
2023-05-17T16:00:00,14.200245,0,43.92,16.595179,73,15.757578
2023-05-17T17:00:00,13.800245,0,41.760002,15.2947035,77,13.333332
2023-05-17T18:00:00,13.000245,0,36.36,13.1041975,55,26.666664
2023-05-17T19:00:00,11.960245,0,29.88,12.0694,30,41.81818
2023-05-17T20:00:00,11.030245,0,27.72,11.726277,17.7,4.256616
2023-05-17T21:00:00,10.180245,0,25.919998,9.904906,12,0
2023-05-17T22:00:00,8.780245,0,22.319998,10.883676,26,0
2023-05-17T23:00:00,8.150246,0,20.519999,9.19939,39,0
2023-05-18T00:00:00,7.5802455,0,19.8,7.729527,55,0
2023-05-18T01:00:00,6.8202453,0,19.44,7.289444,55,0
2023-05-18T02:00:00,6.2402453,0,18.72,7.072878,48,0
2023-05-18T03:00:00,5.920245,0,18.359999,7.69592,52,0
2023-05-18T04:00:00,5.8202453,0,18.359999,8.4042845,16,10.71734
2023-05-18T05:00:00,7.400245,0,19.08,9.114471,12.900001,52.18182
2023-05-18T06:00:00,9.110246,0,21.96,9.9571085,1.2,59.272728
2023-05-18T07:00:00,10.780245,0,28.08,11.753877,0.6,59.636364
2023-05-18T08:00:00,12.510245,0,33.12,14.84318,44,33.333336
2023-05-18T09:00:00,14.250245,0,36,16.981165,84,9.090908
2023-05-18T10:00:00,15.200245,0,37.079998,13.397612,87,7.2727275
2023-05-18T11:00:00,15.860246,0,36.719997,16.563911,99,0
2023-05-18T12:00:00,16.320246,0,36.36,14.618837,100,0
2023-05-18T13:00:00,16.540245,0,36,12.287555,91,4.8484864
2023-05-18T14:00:00,16.580246,0,34.2,12.4811535,93,3.6363637
2023-05-18T15:00:00,16.450245,0,32.039997,13.237038,93,3.6363637
2023-05-18T16:00:00,16.060246,0,29.16,13.104198,92,4.242425
2023-05-18T17:00:00,15.520246,0,25.199999,9.1641035,88,6.666666
2023-05-18T18:00:00,14.840245,0,22.68,6.297428,77,13.333332
2023-05-18T19:00:00,13.730246,0,17.28,7.8954163,81,10.909091
2023-05-18T20:00:00,12.910245,0,16.919998,8.089993,77,1.4296296
2023-05-18T21:00:00,12.230246,0,17.64,8.225035,72,0
2023-05-18T22:00:00,12.770246,0,16.919998,8.209263,48,0
2023-05-18T23:00:00,11.830245,0,17.28,8.891344,32,0
2023-05-19T00:00:00,11.320246,0,17.28,8.287822,32,0
2023-05-19T01:00:00,10.790245,0,17.64,8.049845,20,0
2023-05-19T02:00:00,9.760245,0,17.64,8.373386,17.7,0
2023-05-19T03:00:00,9.520246,0,17.64,8.225035,21,0
2023-05-19T04:00:00,9.320246,0,17.28,7.968939,47,7.336027
2023-05-19T05:00:00,10.290245,0,16.919998,6.0347,27.6,43.272728
2023-05-19T06:00:00,11.400246,0,17.28,7.072878,23.400002,45.81818
2023-05-19T07:00:00,12.610246,0,22.319998,9.19939,16.800001,49.81818
2023-05-19T08:00:00,14.010245,0,27,11.753876,71,16.969696
2023-05-19T09:00:00,15.040245,0,29.16,12.229406,97,1.2121224
2023-05-19T10:00:00,15.880245,0,29.16,11.792404,79,12.121214
2023-05-19T11:00:00,16.340246,0,28.08,15.192682,89,6.060605
2023-05-19T12:00:00,16.350246,0,28.08,14.565548,100,0
2023-05-19T13:00:00,16.360247,0,29.16,13.324863,94,3.0303025
2023-05-19T14:00:00,16.300245,0,32.039997,12.979984,98,0.6060612
2023-05-19T15:00:00,16.070246,0,32.760002,12.287555,87,7.2727275
2023-05-19T16:00:00,15.950245,0,31.319998,11.631956,92,4.242425
2023-05-19T17:00:00,15.550245,0,28.08,10.365251,93,3.6363637
2023-05-19T18:00:00,15.000245,0,26.28,8.427383,96,1.8181801
2023-05-19T19:00:00,14.490245,0,19.44,6.830519,96,1.8181801
2023-05-19T20:00:00,13.970245,0,15.84,6.0347,81,1.3969697
2023-05-19T21:00:00,13.420245,0,14.4,6.489992,69,0
2023-05-19T22:00:00,12.720245,0,15.119999,7.072878,70,0
2023-05-19T23:00:00,12.840245,0,14.759999,6.5693827,69,0
2023-05-20T00:00:00,12.620245,0.3,16.56,6.519877,78,0
2023-05-20T01:00:00,12.030245,0.1,16.199999,6.87779,76,0
2023-05-20T02:00:00,11.940246,0,15.84,6.489992,73,0
2023-05-20T03:00:00,11.940246,0,15.84,6.519877,67,0
2023-05-20T04:00:00,11.830245,0,15.84,6.12,54,6.886363
2023-05-20T05:00:00,12.350245,0,15.4800005,6.489992,54,27.272726
2023-05-20T06:00:00,13.110246,0,16.56,6.849467,64,21.212122
2023-05-20T07:00:00,14.070246,0,22.319998,8.654986,67,19.393942
2023-05-20T08:00:00,14.740245,0,28.44,12.475961,88,6.666666
2023-05-20T09:00:00,15.850245,0,29.16,12.599998,100,0
2023-05-20T10:00:00,16.490246,0,28.08,11.435313,91,4.8484864
2023-05-20T11:00:00,17.050245,0,27,14.982228,96,1.8181801
2023-05-20T12:00:00,17.800245,0,28.08,13.551501,100,0
2023-05-20T13:00:00,18.400246,0,28.44,10.296251,100,0
2023-05-20T14:00:00,18.780245,0,29.16,8.049845,95,2.4242413
2023-05-20T15:00:00,18.730246,0,28.8,9.793058,78,12.727271
2023-05-20T16:00:00,18.620245,0,28.8,9.531505,93,3.6363637
2023-05-20T17:00:00,18.290245,0,27.359999,8.287822,98,0.6060612
2023-05-20T18:00:00,17.830246,0,24.48,7.208994,95,2.4242413
2023-05-20T19:00:00,16.460245,0,17.28,7.5599995,30.000002,41.81818
2023-05-20T20:00:00,15.630245,0,17.64,8.311245,29.400002,6.280404
2023-05-20T21:00:00,14.450245,0,17.28,7.5942073,29.1,0
2023-05-20T22:00:00,13.8102455,0,16.56,7.342588,50,0
2023-05-20T23:00:00,13.230246,0,15.84,6.6185193,40,0
2023-05-21T00:00:00,12.980246,0,15.4800005,4.510787,48,0
2023-05-21T01:00:00,13.400246,0,14.04,4.5536795,29.400002,0
2023-05-21T02:00:00,13.010245,0,11.5199995,4.5536795,30.000002,0
2023-05-21T03:00:00,12.800245,0,10.08,5.1544156,30.000002,0
2023-05-21T04:00:00,12.780245,0,9.36,3.7585104,58,6.729798
2023-05-21T05:00:00,12.220245,0,8.64,1.609969,58,24.848484
2023-05-21T06:00:00,13.510245,0,10.440001,1.5273507,71,16.969696
2023-05-21T07:00:00,15.180245,0,12.24,2.4149535,61,23.030302
2023-05-21T08:00:00,17.220245,0,15.119999,3.319036,7.8,55.272728
2023-05-21T09:00:00,18.960245,0,17.28,3.671294,52,28.48485
2023-05-21T10:00:00,20.730246,0,18,3.4152596,18,49.090908
2023-05-21T11:00:00,21.900246,0,17.64,5.3517847,10,53.939396
2023-05-21T12:00:00,23.190245,0,22.68,6.9899354,15,50.909096
2023-05-21T13:00:00,24.030245,0,24.119999,7.342588,23,46.060608
2023-05-21T14:00:00,24.410246,0,24.48,7.2805495,32,40.606064
2023-05-21T15:00:00,24.340246,0,24.119999,8.287822,23,46.060608
2023-05-21T16:00:00,23.920246,0,23.4,9.826088,40,35.757576
2023-05-21T17:00:00,22.540245,0,22.68,6.162207,28.500002,42.727272
2023-05-21T18:00:00,20.750246,0.5,16.56,3.0758414,29.7,42
2023-05-21T19:00:00,19.090246,0,11.159999,5.8603754,29.7,42
2023-05-21T20:00:00,17.980246,0,11.5199995,5.4833565,29.7,7.0699997
2023-05-21T21:00:00,16.700245,0,10.799999,4.32,29.400002,0
2023-05-21T22:00:00,17.250246,0,11.159999,6.28713,33,0
2023-05-21T23:00:00,16.940245,0,10.08,5.991594,37,0
2023-05-22T00:00:00,15.530245,0,8.28,5.1165614,28.500002,0
2023-05-22T01:00:00,15.350245,0,9.36,5.315336,27,0
2023-05-22T02:00:00,14.540245,0,10.08,4.802999,25,0
2023-05-22T03:00:00,13.980246,0,9.72,3.2599385,24,0
2023-05-22T04:00:00,14.0602455,0,9.36,3.9763298,17,14.287878
2023-05-22T05:00:00,14.980246,0,10.799999,4.73506,25,44.848488
2023-05-22T06:00:00,16.720245,0,12.599999,4.3349743,25,44.848488
2023-05-22T07:00:00,18.660246,0,13.679999,4.198285,17,49.696968
2023-05-22T08:00:00,20.550245,0,13.679999,3.396233,14,51.51515
2023-05-22T09:00:00,22.000246,0,14.4,3.6179552,7,55.757576
2023-05-22T10:00:00,23.200245,0,16.56,3.4152596,8,55.151512
2023-05-22T11:00:00,24.150246,0,18.359999,3.8939953,4,57.575756
2023-05-22T12:00:00,24.910246,0,18,4.8965297,4,57.575756
2023-05-22T13:00:00,25.420246,0.1,18,6.792466,9,54.545452
2023-05-22T14:00:00,26.090246,0.6,21.599998,3.7064266,18,49.090908
2023-05-22T15:00:00,25.120245,0.5,23.039999,3.96,19,48.484848
2023-05-22T16:00:00,24.460245,0,21.599998,5.8603754,17.400002,49.454544
2023-05-22T17:00:00,23.740246,0.3,14.04,7.5170207,22.800001,46.181816
2023-05-22T18:00:00,22.090246,0,14.04,4.5536795,25.800001,44.363636
2023-05-22T19:00:00,20.760244,0.2,11.5199995,5.3517847,26.1,44.18182
2023-05-22T20:00:00,18.960245,0,12.24,6.8777895,28.2,8.045455
2023-05-22T21:00:00,18.130245,0,13.32,5.815978,41,0
2023-05-22T22:00:00,17.880245,0,12.959999,8.891343,28.2,0
2023-05-22T23:00:00,17.950245,0,11.5199995,1.2979984,28.2,0
2023-05-23T00:00:00,17.470245,0.1,11.159999,3.96,29.400002,0
2023-05-23T01:00:00,16.440247,0,12.24,6.1305785,60,0
2023-05-23T02:00:00,16.540245,0,12.959999,6.130579,29.400002,0
2023-05-23T03:00:00,16.350246,0,12.959999,1.835647,29.1,0
2023-05-23T04:00:00,15.990245,0,11.879999,1.8,32,12.351011
2023-05-23T05:00:00,16.580246,0,12.959999,4.379589,66,19.999998
2023-05-23T06:00:00,17.220245,0,18.72,5.506941,53,27.878788
2023-05-23T07:00:00,17.800245,0,21.599998,9.028754,76,13.939394
2023-05-23T08:00:00,18.000246,0,25.56,10.538843,96,1.8181801
2023-05-23T09:00:00,18.540245,0.1,29.519999,11.570515,64,21.212122
2023-05-23T10:00:00,19.460245,0,30.960001,10.703569,42,34.545456
2023-05-23T11:00:00,20.150246,0,30.960001,11.252519,35,38.78788
2023-05-23T12:00:00,20.660246,0,29.519999,12.7279215,30,41.81818
2023-05-23T13:00:00,21.110245,0,30.599998,13.397612,25,44.848488
2023-05-23T14:00:00,21.320246,0,33.839996,14.512064,21,47.272724
2023-05-23T15:00:00,21.390245,0,33.839996,16.808569,13,52.121212
2023-05-23T16:00:00,21.180244,0,34.56,15.827721,21,47.272724
2023-05-23T17:00:00,20.590246,0,33.839996,14.332341,22,46.666668
2023-05-23T18:00:00,19.430244,0,30.599998,14.264361,24,45.454544
2023-05-23T19:00:00,18.030245,0,33.48,12.783802,34,39.39394
2023-05-23T20:00:00,16.880245,0,30.239998,12.015589,51,6.020202
2023-05-23T21:00:00,16.020247,0,27.72,11.609651,45,0
2023-05-23T22:00:00,15.300245,0,25.56,11.720751,64,0
2023-05-23T23:00:00,14.600245,0,24.84,11.367109,59,0
2023-05-24T00:00:00,14.000245,0,23.4,9.779817,50,0
2023-05-24T01:00:00,13.260245,0,22.319998,9,62,0
2023-05-24T02:00:00,12.900246,0,21.599998,8.647496,51,0
2023-05-24T03:00:00,12.460245,0,21.24,9.36,63,0
2023-05-24T04:00:00,12.210245,0,20.519999,9.3669195,70,5.638889
2023-05-24T05:00:00,12.330245,0,22.319998,10.086427,64,21.212122
2023-05-24T06:00:00,12.5602455,0,24.48,11.609651,75,14.545455
2023-05-24T07:00:00,13.0602455,0,27.72,12.144331,85,8.48485
2023-05-24T08:00:00,13.300245,0,30.239998,13.441071,88,6.666666
2023-05-24T09:00:00,13.320246,0,33.839996,13.5515,90,5.454544
2023-05-24T10:00:00,14.130245,0,33.839996,13.75558,75,14.545455
2023-05-24T11:00:00,15.030245,0,34.92,14.618837,50,29.69697
2023-05-24T12:00:00,15.470245,0,35.64,14.84318,35,38.78788
2023-05-24T13:00:00,15.960245,0,35.64,14.408997,36,38.181816
2023-05-24T14:00:00,16.570246,0,33.839996,11.27553,43,33.939392
2023-05-24T15:00:00,16.700245,0,31.319998,10.829959,14,51.51515
2023-05-24T16:00:00,16.740246,0,32.039997,13.797912,38,36.969692
2023-05-24T17:00:00,16.150246,0,33.839996,14.799459,63,21.818182
2023-05-24T18:00:00,15.080245,0,33.12,14.113653,70,17.575756
2023-05-24T19:00:00,14.040245,0,32.039997,12.7279215,74,15.151516
2023-05-24T20:00:00,13.000245,0,29.519999,11.720751,74,3.4301348
2023-05-24T21:00:00,12.110246,0,27.359999,11.367109,76,0
2023-05-24T22:00:00,11.070246,0,25.199999,9.255571,52,0
2023-05-24T23:00:00,10.470245,0,23.039999,,57,0
2023-05-25T00:00:00,9.990245,0,21.24,,42,0
2023-05-25T01:00:00,9.820246,0,20.16,,23,0
2023-05-25T02:00:00,10.000245,0,19.44,,34,0
2023-05-25T03:00:00,10.0602455,0,19.8,,39,0
2023-05-25T04:00:00,10.070246,0,19.8,8.557102,80,3.8895624
2023-05-25T05:00:00,10.680245,0,21.599998,8.473393,79,12.121214
2023-05-25T06:00:00,11.720245,0,24.48,9.531505,58,24.848484
2023-05-25T07:00:00,13.020246,0,29.16,12.768586,36,38.181816
2023-05-25T08:00:00,14.630245,0,35.28,15.349684,75,14.545455
2023-05-25T09:00:00,16.280245,0,37.44,16.992609,90,5.454544
2023-05-25T10:00:00,17.780245,0,36.36,9.659814,66,19.999998
2023-05-25T11:00:00,18.100245,0,34.92,14.336861,61,23.030302
2023-05-25T12:00:00,19.350245,0,30.599998,13.746156,87,7.2727275
2023-05-25T13:00:00,20.190245,0,29.16,10.44,100,0
2023-05-25T14:00:00,20.530245,0,28.44,8.669949,100,0
2023-05-25T15:00:00,20.640245,0,30.239998,9.107359,95,2.4242413
